USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
060580,99999,HVIDE SANDE,DA,,,+56.000,+008.150,+0005.0,19890216,20150513
060590,99999,LYNGVIG,DA,,,+56.050,+008.100,+0003.0,19730101,19900209
060600,99999,KARUP,DA,,EKKA,+56.297,+009.125,+0051.8,19730101,20150513
060620,99999,SKIVE,DA,,EKSV,+56.550,+009.173,+0022.6,19761201,20070307
060630,99999,RONBJERG HUSE HAVN,DA,,,+56.900,+009.167,+0002.0,19400701,19411231
060640,99999,HOLSTEBRO,DA,,,+56.367,+008.583,+0021.0,19740613,19740921
060650,99999,AARS SYD,DA,,,+56.750,+009.500,+0033.0,19780415,20150513
060660,99999,STAUNING,DA,,EKVJ,+55.990,+008.354,+0005.2,19730621,20150512
060680,99999,ISENVAD,DA,,,+56.100,+009.183,+0062.0,20120411,20150513
060690,99999,FOULUM,DA,,,+56.500,+009.567,+0058.0,19881001,20150513
060700,99999,AARHUS,DA,,EKAH,+56.300,+010.619,+0025.0,19730101,20150513
060710,99999,FORNAES (CAPE),DA,,,+56.450,+010.967,+0008.0,19730101,20070307
060720,99999,OEDUM,DA,,,+56.300,+010.133,+0062.0,20120411,20150513
060730,99999,SLETTERHAGE FYR,DA,,,+56.100,+010.517,+0006.0,19770401,20150513
060740,99999,AARHUS SYD,DA,,,+56.083,+010.133,+0055.0,19770226,20150513
060750,99999,AARHUS,DA,,,+56.167,+010.217,+0015.0,20031011,20070307
060760,99999,HADSTEN (DEAD),DA,,,+56.333,+010.050,+0019.0,19790402,19830914
060780,99999,ANHOLT ISLAND (AUT),DA,,EKAT,+56.700,+011.550,+0008.0,19841201,20070319
060790,99999,ANHOLT,DA,,,+56.717,+011.517,+0004.0,19730101,20150513
060800,99999,ESBJERG,DA,,EKEB,+55.526,+008.553,+0029.6,19730621,20150513
060810,99999,BLAAVANDSHUK,DA,,,+55.550,+008.083,+0018.0,19280103,20150513
060820,99999,BORRIS,DA,,,+55.967,+008.633,+0025.0,20120411,20150513
060840,99999,HERNING/SKINDERHOLM,DA,,EKHG,+56.183,+009.033,+0051.0,19770401,20020108
060860,99999,OKSBOEL,DA,,,+55.583,+008.250,+0017.0,20080825,20120913
060870,99999,ANHOLT KNOB,DA,,,+56.750,+011.900,+0001.0,19730103,19860421
060890,99999,SAEDENSTRAND,DA,,,+55.500,+008.400,+0011.0,19730101,20070616
060930,99999,VESTER VEDSTED,DA,,,+55.300,+008.667,+0004.0,20120411,20150513
060960,99999,ROEMOE/JUVRE,DA,,,+55.183,+008.567,+0009.0,19840905,20150513
060990,99999,HAVNEBY,DA,,,+55.083,+008.567,+0003.0,19781201,20030512
060994,99999,OKSBOEL,DA,,EKOX,+55.583,+008.250,+0017.0,20050530,20140911
061000,99999,VANDEL,DA,,EKVA,+55.700,+009.200,+0073.0,19730102,20050213
061020,99999,HORSENS/BYGHOLM,DA,,,+55.867,+009.783,+0024.0,20120411,20150513
061040,99999,BILLUND,DA,,EKBI,+55.740,+009.152,+0075.3,19730101,20150513
061060,99999,TVINGSTRUP,DA,,,+55.917,+009.917,+0070.0,19750911,19900131
061070,99999,HORNS REV (DEAD),DA,,,+55.567,+007.333,+0001.0,19730101,19801024
061080,99999,KOLDING VAMDRUP,DA,,EKVD,+55.436,+009.331,+0043.6,19900911,20150513
061090,99999,ASKOV,DA,,,+55.467,+009.117,+0062.0,20120411,20150513
061100,99999,SKRYDSTRUP,DA,,EKSP,+55.226,+009.264,+0043.0,19730101,20150513
061110,99999,BAAGOE,DA,,,+55.300,+009.800,+0002.0,19740805,20040829
061150,99999,MOLLEHUS,DA,,,+54.900,+008.833,+0001.0,19740915,19891031
061160,99999,ST. JYNDEVAD (AUT),DA,,,+54.900,+009.167,+0000.0,19840904,19880623
061180,99999,SONDERBORG,DA,,EKSB,+54.964,+009.792,+0007.3,19730621,20150512
061190,99999,KEGNAES,DA,,,+54.850,+009.983,+0019.0,19730101,20150513
061200,99999,ODENSE,DA,,EKOD,+55.477,+010.331,+0017.1,19730101,20150513
061230,99999,ASSENS/TOROE,DA,,,+55.250,+009.883,+0003.0,20010601,20150513
061240,99999,SYDFYNS/TASINGE ISL,DA,,EKST,+55.017,+010.567,+0006.0,19830401,20150513
061245,99999,AVNO AIR BASE,DA,,EKAV,+55.083,+011.783,+0004.0,20120704,20150513
061260,99999,AARSLEV,DA,,,+55.317,+010.433,+0051.0,20120411,20150513
061280,99999,MIDDLEFART,DA,,,+55.517,+009.767,+0028.0,20020112,20060418
061310,99999,VESBORG,DA,,,+55.767,+010.550,+0005.0,19830201,19960416
061350,99999,FLAKKEBJERG,DA,,,+55.317,+011.383,+0034.0,20120411,20150513
061360,99999,TYSTOFTE,DA,,,+55.250,+011.333,+0012.0,20050405,20150513
061370,99999,HATTER BARN,DA,,,+55.867,+010.933,+0000.0,19850802,19851226
061380,99999,LANGOE,DA,,,+54.817,+011.000,+0004.0,20010726,20150513
061390,99999,KELDSNOR,DA,,,+54.733,+010.733,+0008.0,19830201,19910331
061400,99999,NAKSKOV AIRPORT,DA,,,+54.817,+011.133,-0001.0,19880601,19890413
061410,99999,ABED,DA,,,+54.833,+011.333,+0009.0,20010919,20150513
061420,99999,ALBUEN,DA,,,+54.833,+010.967,+0006.0,19911002,20000807
061430,99999,LOLLAND FALSTER MARIBO,DA,,EKMB,+54.699,+011.440,+0004.9,19860401,20070209
061440,99999,BOGUS DANISH,DA,,,+00.000,+000.000,-0999.0,19730624,19850919
061441,99999,MARIBO AIRPORT,DA,,,+54.700,+011.450,+0005.0,19850921,19880104
061443,99999,MARIBO AIRPORT,DA,,,+54.700,+011.433,+0005.0,19880105,19901016
061470,99999,VINDEBAEK KYST,DA,,,+54.883,+012.183,+0003.0,19730101,20150513
061490,99999,GEDSER,DA,,,+54.567,+011.950,+0005.0,19530101,20150513
061500,99999,AVNO(DAFB),DA,,,+55.083,+011.783,+0004.0,19730102,20060109
061510,99999,OMOE,DA,,,+55.167,+011.133,+0003.0,19730101,20150513
061520,99999,GLUMSO-ON-SJAELLAND,DA,,,+55.350,+011.683,+0025.0,19730401,19841231
061530,99999,TYVELSE,DA,,,+55.383,+011.683,+0038.0,19801003,20080429
061540,99999,BRANDELEV,DA,,,+55.200,+011.867,+0046.0,20120411,20150513
061560,99999,HOLBAEK,DA,,,+55.733,+011.600,+0013.0,19740805,20150513
061580,99999,KALUNDBORG,DA,,,+55.667,+011.100,+0002.0,19840814,20060113
061590,99999,ROESNAES,DA,,,+55.750,+010.867,+0015.0,19740906,20150513
061600,99999,VAERLOSE,DA,,EKVL,+55.767,+012.343,+0018.0,19391101,20070227
061610,99999,SPODSBJERG,DA,,,+55.983,+011.867,+0005.0,19830401,20031208
061620,99999,KRONBORG,DA,,,+56.033,+012.633,+0005.0,20010726,20010726
061640,99999,HESSELO ISL (AUT),DA,,,+56.200,+011.717,+0008.0,19850102,20040330
061650,99999,HESSELOE,DA,,,+56.200,+011.717,+0018.0,20010919,20150415
061655,99999,COPENHAGEN/ROSKILDE,DA,,,+55.583,+012.133,+0045.0,19740613,19770323
061680,99999,NAKKEHOVED,DA,,,+56.117,+012.350,+0043.0,19881101,20150513
061690,99999,GNIBEN,DA,,,+56.017,+011.283,+0012.0,19740731,20150513
061700,99999,ROSKILDE,DA,,EKRK,+55.586,+012.131,+0044.5,19770419,20150513
061730,99999,STEVNS,DA,,,+55.283,+012.450,+0040.0,20000706,20010506
061740,99999,TESSEBOELLE,DA,,,+55.400,+012.150,+0022.0,20050405,20150513
061790,99999,MOEN,DA,,,+54.950,+012.533,+0017.0,19730101,20060531
061800,99999,KASTRUP,DA,,EKCH,+55.618,+012.656,+0005.2,19290801,20150513
061810,99999,JAEGERSBORG,DA,,,+55.767,+012.533,+0042.0,19990119,20150513
061830,99999,DROGDEN,DA,,,+55.533,+012.717,+0006.0,19830201,20150513
061840,99999,DMI,DA,,,+55.717,+012.567,+0008.0,19890601,20020906
061860,99999,KOEBENHAVN/LANDBOHOEJSKOLEN,DA,,,+55.683,+012.550,+0007.0,20031113,20031113
061880,99999,SJAELSMARK,DA,,,+55.883,+012.417,+0040.0,20120411,20150513
061900,99999,BORNHOLM RONNE,DA,,EKRN,+55.063,+014.760,+0015.8,19740110,20150513
061910,99999,CHRISTIANSO (LGT-H),DA,,,+55.317,+015.183,+0015.0,19730101,20030306
061930,99999,HAMMER ODDE FYR,DA,,,+55.300,+014.767,+0009.0,19310101,20150513
061960,99999,POVLSKER,DA,,,+55.017,+015.067,+0022.0,19771007,19840719
061970,99999,NEXOE VEST,DA,,,+55.050,+015.100,+0025.0,20070807,20150513
061990,99999,DUEODDE (CAPE),DA,,,+55.000,+015.083,+0006.0,19530101,19771229
062000,99999,YPENBURG(NAFB),NL,,,+52.033,+004.350,+0001.0,19490101,20090202
062010,99999,D15-FA-1 HELIPAD OIL PLATFORM,NL,,EHDV,+54.317,+002.933,+0036.0,20080826,20150513
062030,99999,P11-B / DE RUYTER,NL,,EHPG,+52.367,+003.350,+0024.0,20091109,20150513
062040,99999,K14-FA-1C,NL,,EHKV,+53.267,+003.633,+0027.0,20070815,20150513
062050,99999,A12-CPP HELIPAD OIL PLATFORM,NL,,EHAK,+55.417,+003.817,+0033.0,20090209,20150513
062060,99999,F16-A,NL,,EHFZ,+54.117,+004.017,+0028.0,20070105,20150513
062070,99999,L9-FF-1,NL,,EHMG,+53.617,+004.967,+0030.0,20070105,20150513
062080,99999,AWG-1,NL,,EHMA,+53.500,+005.950,+0027.0,20070105,20150513
062090,99999,IJMOND,NL,,,+52.467,+004.517,+0000.0,20010701,20150513
062100,99999,VALKENBURG,NL,,EHVB,+52.167,+004.433,+0001.0,19490101,20150513
062110,99999,J6-A HELIPAD OIL PLATFORM,NL,,EHJA,+53.817,+002.950,+0034.0,20090209,20150513
062120,99999,HOORN-A HELIPAD OIL PLATFORM,NL,,EHQE,+52.917,+004.150,+0041.0,20081118,20150513
062200,99999,TEXEL ISLAND,NL,,,+53.083,+004.750,+0003.0,19490101,20060407
062250,99999,IJMUIDEN,NL,,,+52.467,+004.567,+0004.0,19531101,20150513
062290,99999,TEXELHORS WP,NL,,,+53.000,+004.717,+0000.0,19960901,20140106
062300,99999,DEN HELDER,NL,,,+52.967,+004.750,+0007.0,19310101,19730107
062350,99999,DE KOOIJ,NL,,EHKD,+52.923,+004.781,+0000.9,19730101,20150513
062390,99999,F3 - NETHERLANDS,NL,,EHFD,+54.850,+004.733,+0000.0,19940301,20150513
062400,99999,SCHIPHOL,NL,,EHAM,+52.309,+004.764,-0003.4,19320503,20150513
062410,99999,AMSTERDAM/COPENHA,NL,,,+52.417,+004.867,+0000.0,20031007,20031009
062420,99999,VLIELAND ISLAND,NL,,EHVL,+53.250,+004.917,+0005.0,19730102,20150513
062440,99999,HOORAN AWS,NL,,,+52.650,+005.050,-0001.0,19940901,20070307
062470,99999,BLOEMENDAAL,NL,,,+52.417,+004.550,+0018.0,19960801,20060613
062480,99999,WIJDENES,NL,,,+52.633,+005.167,+0004.0,19970204,20150513
062490,99999,BERKHOUT,NL,,,+52.650,+004.983,-0003.0,20010701,20150513
062500,99999,TERSCHELLING(LGT-H),NL,,,+53.367,+005.217,+0027.0,19490101,20051203
062510,99999,TERSCHELLING HOORN AWS,NL,,,+53.400,+005.350,+0002.0,19960801,20150513
062520,99999,K13-A,NL,,EHJR,+53.217,+003.217,+0030.0,19960801,20150512
062530,99999,AUK-ALFA,NL,,EHAU,+56.383,+002.050,+0034.0,19960801,20060303
062540,99999,MEETPOST NOORDWIJK,NL,,,+52.267,+004.300,+0017.0,19960801,20060705
062550,99999,NOORDELIJKE ZEERAAF,NL,,,+61.233,+001.150,+0047.0,19960801,20060303
062570,99999,WIJK AAN ZEE,NL,,,+52.500,+004.600,+0010.0,20010701,20150513
062580,99999,HOUTRIBDIJK,NL,,,+52.650,+005.400,+0007.0,20060809,20150513
062600,99999,DE BILT,NL,,EHDB,+52.100,+005.183,+0004.0,19310101,20150511
062650,99999,SOESTERBERG,NL,,EHSB,+52.127,+005.276,+0020.1,19511001,20081120
062670,99999,STAVOREN AWS,NL,,,+52.900,+005.383,+0003.0,19940901,20150513
062680,99999,HOUTRIB,NL,,,+52.533,+005.433,+0002.0,19780301,20050605
062690,99999,LELYSTAD,NL,,EHLE,+52.460,+005.527,-0004.0,19940901,20150513
062691,99999,AUK-ALFA,NL,,,+56.400,+002.067,+0034.0,20040510,20060303
062692,99999,EURO PLATFORM,NL,,EHEP,+52.000,+003.283,+0018.0,20040510,20061127
062693,99999,VLISSINGEN,NL,,EHFS,+51.450,+003.600,+0008.0,20040510,20150513
062694,99999,LE GOEREE,NL,,EHGO,+51.933,+003.667,+0019.0,20040510,20061127
062695,99999,K13-A,NL,,EHKA,+53.217,+003.217,+0030.0,20040510,20061127
062696,99999,MEETPOST NOORDWUK,NL,,EHMP,+52.267,+004.300,+0017.0,20040510,20060705
062697,99999,NOORDELUKE ZEERAAF,NL,,EHNC,+61.233,+001.150,+0047.0,20040510,20060303
062700,99999,LEEUWARDEN,NL,,EHLW,+53.229,+005.761,+0000.9,19490101,20150513
062710,99999,STAVOREN HAVEN,NL,,,+52.883,+005.350,+0003.0,20010701,20051019
062720,99999,RAMSPOL,NL,,,+52.617,+005.850,+0006.0,19520101,19770831
062730,99999,MARKNESSE AWS,NL,,,+52.700,+005.883,-0003.0,19940901,20150513
062750,99999,DEELEN,NL,,EHDL,+52.061,+005.873,+0048.2,19491017,20150513
062770,99999,LAUWERSOOG AWS,NL,,,+53.417,+006.200,+0000.0,19940901,20150513
062780,99999,HEINO AWS,NL,,,+52.433,+006.267,+0005.0,19940901,20150512
062790,99999,HOOGEVEEN,NL,,,+52.733,+006.517,+0016.0,19940901,20150513
062800,99999,EELDE,NL,,EHGG,+53.120,+006.579,+0005.2,19310601,20150513
062830,99999,HUPSEL AWS,NL,,,+52.067,+006.650,+0029.0,19940901,20150513
062850,99999,HUIBERTGAT WP,NL,,,+53.567,+006.400,+0000.0,19960901,20150513
062860,99999,NIEUW BEERTA,NL,,,+53.200,+007.150,+0000.0,19940901,20150513
062900,99999,TWENTHE,NL,,EHTW,+52.270,+006.874,+0034.7,19490101,20150511
063000,99999,NOORDHINDER,NL,,,+51.650,+002.567,+0003.0,19310102,19840718
063080,99999,CADZAND WP,NL,,,+51.383,+003.383,+0007.0,19960901,20150513
063100,99999,VLISSINGEN,NL,,,+51.450,+003.600,+0010.0,19280102,20150513
063110,99999,HOOFDPLAAT,NL,,,+51.367,+003.667,+0000.0,20010701,20150513
063120,99999,OOSTERSCHELDE WP,NL,,,+51.767,+003.617,+0000.0,19960901,20150513
063130,99999,VLAKTE VAN RAAN,NL,,,+51.500,+003.250,+0000.0,20010704,20150513
063150,99999,HANSWEERT,NL,,,+51.433,+004.017,+0000.0,20010704,20150513
063160,99999,OOSTERSCHELDE 4,NL,,,+51.650,+003.700,+0000.0,19960901,20150513
063190,99999,WESTDORPE,NL,,,+51.233,+003.867,+0002.0,19940901,20150513
063200,99999,LE GOEREE,NL,,EHSC,+51.933,+003.667,+0019.0,19490101,20150513
063210,99999,EURO PLATFORM,NL,,EHSA,+52.000,+003.283,+0018.0,19960801,20150513
063230,99999,WILHELMINADORP AWS,NL,,,+51.533,+003.883,+0001.0,19940901,20140106
063240,99999,STAVENISSE,NL,,,+51.600,+004.000,+0000.0,20010704,20150513
063250,99999,ZIERIKZEE,NL,,,+51.650,+003.933,+0001.0,19740613,19900324
063300,99999,HOEK VAN HOLLAND,NL,,,+51.983,+004.100,+0014.0,19490214,20150513
063310,99999,MAROLLEGAT,NL,,,+51.483,+004.200,+0000.0,19960901,20150513
063400,99999,WOENSDRECHT,NL,,EHWO,+51.449,+004.342,+0019.2,19490103,20150513
063401,99999,WOENSDRECHT RNLAFB&,NL,,EHWO,+51.450,+004.333,+0017.0,19810910,19830422
063430,99999,ROTTERDAM GEULHAVEN AWS,NL,,,+51.900,+004.317,+0004.0,19940901,20150513
063440,99999,ROTTERDAM,NL,,EHRD,+51.957,+004.437,-0004.6,19570101,20150513
063480,99999,CABAUW TOWER,NL,,,+51.967,+004.933,+0002.0,19960101,20150513
063500,99999,GILZE RIJEN,NL,,EHGR,+51.567,+004.932,+0014.9,19490101,20150513
063560,99999,HERWIJNEN AWS,NL,,,+51.850,+005.133,+0001.0,19940901,20150513
063700,99999,EINDHOVEN,NL,,EHEH,+51.450,+005.375,+0022.6,19490101,20150513
063750,99999,VOLKEL,NL,,EHVK,+51.656,+005.709,+0021.9,19510601,20150513
063770,99999,ELL AWS,NL,,,+51.200,+005.767,+0030.0,20010701,20150513
063790,99999,OOST MAARLAND AWS,NL,,,+50.800,+005.717,+0049.0,19940901,19990330
063800,99999,MAASTRICHT,NL,,EHBK,+50.912,+005.770,+0114.3,19490101,20150513
063850,99999,DE PEEL(NAFB),NL,,,+51.550,+005.933,+0031.0,19730402,19940611
063910,99999,ARCEN AWS,NL,,,+51.500,+006.200,+0019.0,19940901,20150513
064000,99999,KOKSIJDE,BE,,EBFN,+51.090,+002.653,+0006.1,19490101,20150513
064040,99999,WEST-HINDER (LV),BE,,,+51.400,+002.433,+0007.0,19740903,20031110
064070,99999,OOSTENDE,BE,,EBOS,+51.199,+002.862,+0004.0,19360103,20150513
064080,99999,OOSTENDE (PIER),BE,,,+51.233,+002.917,+0015.0,19490101,20060112
064100,99999,ZEEBRUGGE TERMINAL,BE,,,+51.350,+003.200,+0018.0,19520101,19550925
064140,99999,BEITEM,BE,,,+50.900,+003.117,+0025.0,20080115,20150513
064160,99999,WEVELGEM,BE,,,+50.817,+003.200,+0025.0,19771030,20030514
064180,99999,ZEEBRUGGE,BE,,,+51.350,+003.200,+0009.0,20091026,20150513
064280,99999,SEMMERZAKE,BE,,EBMT,+50.933,+003.667,+0037.5,19730101,20150513
064310,99999,GENT/INDUSTRIE-ZONE,BE,,EBGT,+51.183,+003.800,+0008.0,19791030,20150513
064320,99999,CHIEVRES AB,BE,,EBCV,+50.576,+003.831,+0058.8,19730101,20150513
064324,99999,LIEGE,BE,,EBLH,+50.633,+005.450,+0201.0,19990114,20100917
064325,99999,CASTEAU/HELI (MET),BE,,EBCT,+50.500,+003.980,+0078.0,20100419,20150513
064340,99999,MELLE,BE,,,+50.983,+003.817,+0015.0,20091026,20150513
064390,99999,SINT KATELIJNE-WAVER,BE,,,+51.083,+004.517,+0011.0,20121001,20150513
064470,99999,UCCLE,BE,,,+50.800,+004.350,+0101.0,19490101,20150511
064480,99999,MELSBROEK (BEL-AFB),BE,,EBMB,+50.900,+004.500,+0055.0,19951007,20050130
064490,99999,BRUSSELS SOUTH,BE,,EBCI,+50.459,+004.454,+0187.1,19730101,20150513
064494,99999,ELSENBORN,BE,,,+50.467,-006.217,+0000.0,19810327,19840817
064500,99999,DEURNE,BE,,EBAW,+51.189,+004.460,+0011.9,19400605,20150513
064505,99999,BRUSSELLS (MIL),BE,,EBWM,+50.883,+004.517,+0058.0,20061025,20111208
064510,99999,BRUSSELS NATL,BE,,EBBR,+50.901,+004.484,+0056.1,19300302,20150513
064511,99999,BERTRIX,BE,,EBBX,+49.892,+005.224,+0461.5,20061121,20080910
064514,99999,MELSBROEK (BEL-AFB),BE,,EBMB,+50.917,+004.483,+0000.0,19830915,19830920
064520,99999,BRASSCHAAT (MIL),BE,,EBBT,+51.333,+004.500,+0023.0,19730101,20060608
064550,99999,DOURBES,BE,,,+50.100,+004.600,+0233.0,20091026,20150511
064560,99999,FLORENNES,BE,,EBFS,+50.243,+004.646,+0285.0,19490101,20150513
064580,99999,BEAUVECHAIN,BE,,EBBE,+50.759,+004.768,+0112.8,19730101,20150513
064590,99999,ERNAGE,BE,,,+50.583,+004.683,+0157.0,19311105,20150513
064620,99999,WEELDE,BE,,EBWE,+51.395,+004.960,+0032.0,19990418,20011012
064630,99999,GOETSENHOVEN (MIL),BE,,EBTN,+50.783,+004.950,+0081.0,19730101,20030731
064640,99999,RETIE,BE,,,+51.217,+005.033,+0021.0,20091026,20150513
064650,99999,SCHAFFEN,BE,,EBDT,+51.000,+005.067,+0054.0,19730101,20150513
064700,99999,SINT TRUIDEN,BE,,EBST,+50.792,+005.202,+0075.0,19520121,20070307
064720,99999,HUMAIN,BE,,,+50.200,+005.250,+0296.0,20091026,20150511
064730,99999,SINSIN,BE,,,+50.267,+005.250,+0244.0,19730809,20040424
064740,99999,LIBRAMONT,BE,,,+49.917,+005.367,+0492.0,19400706,19420630
064760,99999,SAINT HUBERT MIL,BE,,EBSU,+50.036,+005.404,+0588.3,19490101,20150513
064765,99999,SAINT HUBERT,BE,,EBSH,+50.033,+005.400,+0557.0,20090604,20150513
064770,99999,DIEPENBEEK,BE,,,+50.917,+005.450,+0039.0,20091026,20150513
064780,99999,LIEGE,BE,,EBLG,+50.637,+005.443,+0200.9,19490101,20150513
064785,99999,LIEGE/BIERSET(BAFB),BE,,,+50.633,+005.450,+0201.0,19741008,19901016
064790,99999,KLEINE BROGEL,BE,,EBBL,+51.168,+005.470,+0061.0,19730101,20150513
064800,99999,MEIX-DEVANT-VIRTON,BE,,,+49.600,+005.483,+0252.0,19490101,20031231
064810,99999,GENK/ZWARTBERG,BE,,EBZW,+50.933,+005.500,+0063.0,19490101,20050102
064840,99999,BUZENOL,BE,,,+49.617,+005.583,+0324.0,20091026,20150513
064900,99999,SPA/LA SAUVENIERE,BE,,EBSP,+50.483,+005.917,+0482.0,19501001,20150513
064901,99999,SEMMERZAKE (BAFB),BE,,EBSZ,+50.933,+003.650,+0037.0,20040510,20150513
064940,99999,MONT-RIGI,BE,,,+50.517,+006.067,+0673.0,20080115,20150513
064950,99999,BOTRANGE (MOUNT),BE,,,+50.500,+006.100,+0695.0,19510201,20011015
064960,99999,ELSENBORN (MIL),BE,,EBLB,+50.467,+006.183,+0570.0,19840501,20150513
065850,99999,CLERVAUX,LU,,,+50.050,+006.017,+0454.0,19490101,19591231
065890,99999,LUXEMBOURG (BEGGEN),LU,,,+49.650,+006.133,+0235.0,19490101,19600928
065900,99999,LUXEMBOURG,LU,,ELLX,+49.627,+006.212,+0376.1,19490101,20150513
065970,99999,ECHTERNACH,LU,,,+49.800,+006.450,+0244.0,19490101,20060123
065985,99999,BERTRIX (BEL-AFB),BE,,EBBX,+49.850,+005.250,+0000.0,19840402,19840526
066000,99999,ST. CHRISCHONA,SZ,,,+47.567,+007.683,+0493.0,19550101,19670930
066010,99999,BASEL-BINNINGEN,SZ,,,+47.550,+007.583,+0317.0,19901101,20150513
066020,99999,DELEMONT,SZ,,,+47.350,+007.350,+0439.4,20121126,20150513
066040,99999,NEUCHATEL (AUT),SZ,,LSGN,+47.000,+006.950,+0487.0,19820114,20150513
066045,99999,LES EPLATURES,SZ,,LSGC,+47.084,+006.793,+1026.6,20040803,20150513
066050,99999,CHASSERAL,SZ,,,+47.133,+007.067,+1631.0,19881201,20150513
066060,99999,CRESSIER,SZ,,,+47.050,+007.067,+0431.0,20110124,20150513
066080,99999,CHAUMONT,SZ,,,+47.050,+006.983,+1136.1,20140101,20150513
066090,99999,LE MOLESON,SZ,,,+46.550,+007.017,+1973.0,19901101,20150513
066099,99999,DUBENDORF,SZ,,LSMD,+47.399,+008.648,+0448.1,20040903,20150512
066100,99999,PAYERNE,SZ,,,+46.817,+006.950,+0490.5,19590319,20150513
066110,99999,ALPNACH,SZ,,LSMA,+45.933,+008.283,+0445.0,20050727,20070803
066120,99999,LA CHAUX-DE-FONDS,SZ,,,+47.083,+006.800,+1018.1,19800208,20150513
066130,99999,EMMEN,SZ,,LSME,+47.092,+008.305,+0426.7,20050727,20150512
066140,99999,MEIRINGEN,SZ,,LSMM,+46.743,+008.110,+0579.1,20050727,20150512
066160,99999,FAHY-BONCOURT,SZ,,,+47.433,+006.950,+0597.0,19810101,20150513
066170,99999,LA BREVINE,SZ,,,+46.983,+006.617,+1050.0,20130905,20150513
066180,99999,MATHOD,SZ,,,+46.733,+006.567,+0437.4,20060207,20150513
066190,99999,BULLET-LA FRETAZ,SZ,,,+46.833,+006.583,+1210.0,19901101,20150513
066200,99999,SCHAFFHAUSEN,SZ,,,+47.683,+008.617,+0437.0,19550101,20150513
066210,99999,GUETTINGEN,SZ,,,+47.600,+009.283,+0440.0,19901101,20150513
066230,99999,SALEN-REUTENEN,SZ,,,+47.650,+009.017,+0719.7,20110124,20150513
066240,99999,HALLAU,SZ,,,+47.683,+008.467,+0420.0,20120124,20150513
066250,99999,FRIBOURG-POSIEUX,SZ,,,+46.767,+007.117,+0633.0,20111011,20150513
066260,99999,GOESGEN,SZ,,,+47.367,+007.983,+0380.0,20080721,20150513
066270,99999,CHATEAU-D'OEX,SZ,,,+46.483,+007.133,+1030.0,20120208,20150513
066280,99999,PLAFFEIEN,SZ,,,+46.750,+007.267,+1041.0,19900205,20150513
066300,99999,BERN-BELPMOOS,SZ,,,+46.917,+007.500,+0510.0,19310103,19900424
066303,99999,BERN BELP,SZ,,LSZB,+46.914,+007.497,+0510.2,19900424,20150513
066304,99999,SAMEDAN,SZ,,LSZS,+46.534,+009.884,+1706.9,20070301,20150512
066310,99999,BERN-ZOLLIKOFEN,SZ,,,+46.983,+007.467,+0567.0,19901101,20150513
066320,99999,GRENCHEN,SZ,,,+47.183,+007.417,+0429.0,19790402,20150513
066330,99999,BUCHS-AARAU,SZ,,,+47.383,+008.083,+0389.0,19901101,20150513
066350,99999,KOPPIGEN,SZ,,,+47.133,+007.617,+0482.0,20121130,20150513
066360,99999,MUEHLEBERG,SZ,,,+46.983,+007.283,+0483.0,20080604,20150513
066370,99999,MEIRINGEN,SZ,,,+46.717,+008.167,+0590.6,20111011,20150513
066380,99999,LANGNAU IE,SZ,,,+46.933,+007.800,+0706.0,20111011,20150513
066390,99999,NAPF,SZ,,,+47.000,+007.933,+1406.0,19821101,20150513
066410,99999,MOEHLIN,SZ,,,+47.583,+007.883,+0340.0,20110201,20150513
066430,99999,WYNAU,SZ,,,+47.250,+007.783,+0416.0,19780101,20150513
066440,99999,MOSEN,SZ,,,+47.250,+008.233,+0453.5,20121130,20150513
066450,99999,RUENENBERG,SZ,,,+47.433,+007.883,+0610.0,19900316,20150513
066460,99999,BEZNAU,SZ,,,+47.567,+008.233,+0327.0,20080604,20150513
066470,99999,WUERENLINGEN,SZ,,,+47.533,+008.233,+0337.0,20050321,20050321
066480,99999,EGOLZWIL,SZ,,,+47.183,+008.000,+0522.0,20110124,20150513
066490,99999,LAUFENBURG,SZ,,,+47.550,+008.050,+0322.0,20020424,20020424
066500,99999,LUZERN,SZ,,,+47.033,+008.300,+0456.0,19901101,20150513
066510,99999,SCHUEPFHEIM,SZ,,,+46.950,+008.017,+0743.7,20110124,20150513
066520,99999,EMMEN/RATHAUSEN,SZ,,,+47.083,+008.317,+0430.0,20020331,20020331
066540,99999,BRUGG-WILDEGG,SZ,,,+47.467,+008.167,+0350.0,20031120,20031120
066550,99999,ENGELBERG,SZ,,,+46.817,+008.417,+1018.0,19901101,20150513
066560,99999,BRIENZ,SZ,,,+46.750,+008.067,+0580.0,20121130,20150513
066570,99999,GISWIL,SZ,,,+46.850,+008.200,+0475.0,20110124,20150513
066580,99999,ALPNACH,SZ,,LSMA,+46.944,+008.284,+0445.0,19771212,20150512
066590,99999,PILATUS,SZ,,,+46.983,+008.250,+2110.0,19891016,20150513
066600,99999,ZUERICH-FLUNTERN,SZ,,,+47.383,+008.567,+0557.6,19350101,20150513
