USAF,WBAN,STATION NAME,CTRY,ST,CALL,LAT,LON,ELEV(M),BEGIN,END
160083,99999,RESIA PASS,IT,,LIVE,+46.833,+010.500,+1800.0,19870326,20150512
160100,99999,VIPITENO,IT,,,+46.883,+011.350,+0942.0,20040216,20040316
160140,99999,VIPITENO,IT,,,+46.883,+011.433,+0921.0,20050727,20120531
160150,99999,BRENNERO PASS,IT,,,+46.983,+011.500,+1362.0,19730101,19840514
160180,99999,SOPRABOLZANO,IT,,,+46.533,+011.417,+1298.0,19730226,19760101
160200,99999,BOLZANO,IT,,LIPB,+46.460,+011.326,+0240.5,19650129,20150512
160210,99999,ROLLE PASS,IT,,LIVR,+46.300,+011.783,+2006.0,19730101,20150513
160220,99999,PAGANELLA MOUNTAIN,IT,,LIVP,+46.150,+011.033,+2129.0,19730101,20150513
160230,99999,TRENTO,IT,,,+46.017,+011.117,+0190.0,20070605,20120531
160330,99999,DOBBIACO,IT,,LIVD,+46.733,+012.217,+1226.0,19730101,20150512
160360,99999,AVIANO AB,IT,,LIPA,+46.032,+012.596,+0117.0,19660701,20150512
160365,99999,AVIANO (USAF),IT,,,+46.017,+012.617,+0126.0,19560101,19950831
160370,99999,AVIANO (USAF),IT,,LIYW,+46.033,+012.617,+0125.0,19930701,20150512
160400,99999,TARVISIO,IT,,LIVO,+46.500,+013.583,+0778.0,19650129,20150512
160410,99999,TARVISIO,IT,,,+46.500,+013.583,+0778.0,20050727,20120531
160440,99999,UDINE/CAMPOFORMIDO,IT,,LIPD,+46.033,+013.183,+0094.0,19660104,19990330
160450,99999,RIVOLTO,IT,,LIPI,+45.979,+013.049,+0054.6,19580414,20150512
160455,99999,GORIZIA,IT,,LIPG,+45.950,+013.633,+0063.0,19731122,19840512
160460,99999,UDINE/RIVOLTO,IT,,,+45.967,+013.033,+0053.0,20061024,20120531
160520,99999,PIAN ROSA (MTN TOP),IT,,LIMH,+45.933,+007.700,+3488.0,19650129,20150513
160530,99999,COLLE DEL GIGANTE,IT,,LIMI,+46.917,+012.100,-0999.9,19730101,20050505
160540,99999,AOSTA POLLEIN,IT,,LIMW,+45.733,+007.350,+0551.0,19840701,20150512
160550,99999,BOGUS ITALIAN,IT,,,,,,19850602,20041129
160580,99999,BOUSSON,IT,,,+44.933,+006.817,+1400.0,20050727,20120531
160590,99999,TORINO CASELLE,IT,,LIMF,+45.201,+007.650,+0301.4,19640811,20150513
160595,99999,AERITALIA-TORINO,IT,,LIMA,+45.086,+007.603,+0288.3,20080425,20150512
160600,99999,TORINO VENARIA,IT,,,+45.117,+007.617,+0277.0,20050727,20120531
160610,99999,TORINO/BRIC CROCE,IT,,LIMK,+45.033,+007.733,+0710.0,19730101,20150513
160640,99999,CAMERI,IT,,LIMN,+45.530,+008.669,+0178.6,19660923,20150512
160660,99999,MALPENSA,IT,,LIMC,+45.631,+008.728,+0233.8,19650204,20150513
160670,99999,GALLARATE,IT,,,+45.650,+008.817,+0238.0,20061024,20120531
160680,99999,CASALE MONFERRATO,IT,,,+45.100,+008.450,+0120.0,20050727,20120531
160700,99999,GRIGNA SETTENTRION,IT,,,+45.950,+009.383,+2403.0,19730301,20050902
160720,99999,BISBINO MOUNTAIN,IT,,LIMO,+45.867,+009.067,+1322.0,19730101,20070227
160730,99999,MONTE BISBINO,IT,,,+45.867,+009.067,+1323.0,20060201,20080801
160740,99999,VALCAVA,IT,,,+45.783,+009.517,+1262.0,19770309,19790828
160760,99999,BERGAMO ORIO AL SERIO,IT,,LIME,+45.674,+009.704,+0238.4,19660908,20150513
160800,99999,LINATE,IT,,LIML,+45.445,+009.277,+0107.6,19310104,20150513
160810,99999,MILANO/LINATE,IT,,,+45.467,+009.267,+0108.0,20050727,20090206
160840,99999,PIACENZA,IT,,LIMS,+44.913,+009.723,+0139.0,19660914,20150513
160880,99999,GHEDI,IT,,LIPL,+45.432,+010.268,+0101.5,19660904,20150512
160890,99999,DESENZANO,IT,,,+45.467,+010.550,+0065.0,20050727,20120531
160900,99999,VILLAFRANCA,IT,,LIPX,+45.396,+010.889,+0072.8,19450518,20150513
160903,99999,PADOVA (CIV/IT-AFB),IT,,,+45.400,+011.850,+0013.0,19820625,19901115
160920,99999,GRAPPA MOUNTAIN,IT,,,+45.867,+011.800,+1775.0,19730101,19840910
160940,99999,VICENZA,IT,,LIPT,+45.573,+011.530,+0039.0,19660904,20150116
160950,99999,PADOVA,IT,,LIPU,+45.400,+011.850,+0014.0,19730101,20150512
160960,99999,MOUNT VENDA,IT,,LIVV,+45.317,+011.683,+0575.0,19730101,19790315
160980,99999,ISTRANA,IT,,LIPS,+45.685,+012.083,+0041.8,19660904,20150513
160990,99999,TREVISO,IT,,LIPH,+45.648,+012.194,+0018.0,19660901,20150513
161000,99999,VENEZIA/SAN NICOLO,IT,,LIPV,+45.433,+012.383,+0004.0,19511001,19790830
161010,99999,VENEZIA LIDO,IT,,,+45.433,+012.383,+0005.0,19961205,20120531
161050,99999,VENEZIA TESSERA,IT,,LIPZ,+45.505,+012.352,+0002.1,19610301,20150513
161070,99999,CONCORDIA SAGITTARIA,IT,,,+45.750,+012.850,+0002.0,20051013,20120531
161080,99999,RONCHI DEI LEGIONARI,IT,,LIPQ,+45.828,+013.472,+0011.3,19730101,20150513
161100,99999,TRIESTE,IT,,LIVT,+45.650,+013.750,+0020.0,19321020,20150513
161110,99999,MONTE SETTEPANI,IT,,,+44.233,+008.200,+1382.0,20050727,20120531
161120,99999,FRAITEVE MOUNTAIN,IT,,LIMX,+44.983,+006.850,+2680.0,19730101,19840525
161140,99999,MONDOVI,IT,,,+44.383,+007.817,+0560.0,19841101,20150512
161150,99999,MALANOTTE MOUNTAIN,IT,,LIMY,+44.250,+007.800,+1742.0,19730608,20150512
161155,99999,MALANOTTE MOUNTAIN&,IT,,,+44.250,+007.800,+1742.0,19730101,19740515
161160,99999,GOVONE,IT,,,+44.800,+008.100,+0315.0,19730101,20010713
161170,99999,CUNEO LEVALDIGI,IT,,,+44.533,+007.617,+0386.0,19730620,20120531
161180,99999,NOVI LIGURE,IT,,,+44.767,+008.783,+0187.0,19750401,20050506
161190,99999,GIOVI PASS,IT,,LIMV,+44.633,+008.933,+0475.0,19730101,20150512
161200,99999,GENOVA SESTRI,IT,,LIMJ,+44.412,+008.842,+0004.0,19280101,20150513
161210,99999,GENOVA,IT,,,+44.400,+008.900,+0045.0,19511001,20090206
161220,99999,ALBENGA,IT,,LIMG,+44.051,+008.127,+0045.1,19730101,20150512
161230,99999,CHIAVARI,IT,,,+44.317,+009.333,+0030.0,20050727,20120531
161240,99999,CISA PASS,IT,,LIMT,+44.433,+009.933,+1040.0,19730101,20150512
161250,99999,SARZANA/LUNI,IT,,LIQW,+44.083,+009.983,+0010.0,19731109,20150512
161260,99999,PASSO DEI GIOVI,IT,,,+44.550,+008.933,+0488.0,20050727,20120531
161270,99999,SARZANA,IT,,,+44.083,+009.983,+0009.0,20050727,20120531
161280,99999,MODENA,IT,,,+44.650,+010.950,+0033.0,20050727,20120531
161290,99999,PALMARIA ISLAND,IT,,LIQP,+44.033,+009.833,+0192.0,19730101,20090206
161300,99999,PARMA,IT,,,+44.817,+010.283,+0051.0,19660101,20120531
161320,99999,BOLOGNA,IT,,,+44.533,+011.283,+0052.0,20050727,20120531
161330,99999,FERRARA,IT,,,+44.800,+011.600,+0010.0,20050727,20120531
161340,99999,CIMONE MOUNTAIN,IT,,LIVC,+44.200,+010.700,+2173.0,19650201,20150513
161343,99999,PORRETTA PASS,IT,,LIQD,+44.033,+010.933,+0932.0,19901018,19940816
161350,99999,PASSO PORRETTA,IT,,,+44.033,+011.000,+1314.0,20050727,20090206
161360,99999,PASSO PORRETTA,IT,,,+44.017,+011.000,+1314.0,19730101,20090531
161380,99999,FERRARA (AUT),IT,,LIPF,+44.833,+011.617,+0010.0,19730101,20150512
161400,99999,BOLOGNA,IT,,LIPE,+44.535,+011.289,+0037.5,19640811,20150513
161420,99999,RIFREDO MUGELLO,IT,,,+44.050,+011.383,+0887.0,19441202,20050124
161440,99999,S. PIETRO CAPOFIUME MOLINELLA,IT,,,+44.650,+011.617,+0012.0,20001019,20010202
161450,99999,PUNTA MARINA,IT,,,+44.467,+012.283,+0006.0,20050727,20120531
161460,99999,POINT MARINA/RAVENN,IT,,LIVM,+44.450,+012.300,+0006.0,19660104,20150512
161470,99999,FORLI,IT,,LIPK,+44.195,+012.070,+0029.6,19730101,20150513
161480,99999,CERVIA,IT,,LIPC,+44.224,+012.307,+0005.5,19730101,20150513
161490,99999,RIMINI,IT,,LIPR,+44.020,+012.612,+0012.5,19450408,20150513
161500,99999,IMPERIA,IT,,,+43.867,+008.033,+0060.0,19851201,20120531
161530,99999,CAPE MELE,IT,,LIMU,+43.950,+008.167,+0221.0,19650501,20150513
161540,99999,ISOLA GORGONA,IT,,,+43.433,+009.900,+0260.0,19730101,20090206
161550,99999,ISOLA CAPRAIA,IT,,,+43.033,+009.817,+0027.0,20070717,20081113
161580,99999,PISA,IT,,LIRP,+43.684,+010.393,+0001.8,19441124,20150513
161640,99999,VOLTERRA,IT,,LIQV,+43.400,+010.867,+0575.0,19730101,20060217
161650,99999,VOLTERRA,IT,,,+43.400,+010.883,+0575.0,20050727,20060927
161680,99999,MOUNT ARGENTARIO,IT,,LIQO,+42.383,+011.167,+0632.0,19730101,20150512
161700,99999,FIRENZE,IT,,LIRQ,+43.810,+011.205,+0043.9,19310102,20150513
161710,99999,FIRENZE,IT,,,+43.783,+011.217,+0018.0,20050727,20120531
161720,99999,AREZZO,IT,,LIQB,+43.467,+011.850,+0249.0,19780914,20150513
161740,99999,SIENA,IT,,,+43.317,+011.350,+0322.0,19730101,19781104
161743,99999,SIENA             &,IT,,LIQS,+43.317,+011.350,+0322.0,19441004,19450116
161760,99999,SASSOFELTRIO,IT,,,+43.883,+012.517,+0461.0,19730101,19751224
161780,99999,FRONTONE,IT,,,+43.517,+012.717,+0574.0,20051017,20120531
161790,99999,FRONTONE,IT,,LIVF,+43.517,+012.733,+0574.0,19730101,20150513
161800,99999,PERUGIA,IT,,,+43.133,+012.383,+0493.0,19650204,20050317
161810,99999,PERUGIA,IT,,LIRZ,+43.096,+012.513,+0211.2,19671106,20150512
161820,99999,PERUGIA S. EGIDIO,IT,,,+43.100,+012.500,+0205.0,20050727,20120531
161900,99999,ANCONA,IT,,,+43.617,+013.533,+0142.0,19490403,20120531
161910,99999,FALCONARA,IT,,LIPY,+43.616,+013.362,+0014.9,19450414,20150512
161915,99999,JESI,IT,,,+43.517,+013.233,-0999.0,19730719,19740814
161920,99999,LORETO,IT,,,+43.433,+013.583,+0197.0,20050727,20090206
161970,99999,MONTE CALAMITA,IT,,LIRX,+42.733,+010.400,+0397.0,19730101,20150512
161980,99999,ISOLA D'ELBA,IT,,,+42.733,+010.400,+0397.0,20050727,20090206
162000,99999,PIANOSA ISLAND,IT,,,+42.583,+010.100,+0015.0,19650201,19791220
162040,99999,RADICOFANI,IT,,LIQR,+42.900,+011.767,+0918.0,19730101,20150512
162060,99999,GROSSETO,IT,,LIRS,+42.760,+011.072,+0004.6,19441211,20150513
162120,99999,S. TERESA,IT,,,+44.417,+014.167,+0005.0,20070809,20070809
162140,99999,CIVITAVECCHIA,IT,,,+42.017,+011.817,+0004.0,19450305,20150513
162150,99999,CIVITAVECCHIA,IT,,LIQJ,+42.020,+011.820,+0004.0,20050727,20150512
162160,99999,VITERBO,IT,,LIRV,+42.430,+012.064,+0301.8,19440701,20150512
162170,99999,ORTE,IT,,,+42.483,+012.333,+0075.0,20050727,20120531
162180,99999,VITERBO,IT,,,+42.433,+012.050,+0310.0,20050727,20120531
162190,99999,TERMINILLO MOUNTAIN,IT,,LIRK,+42.467,+012.983,+1875.0,19650201,20150513
162210,99999,RIETI,IT,,LIQN,+42.417,+012.850,+0389.0,19731213,20150512
162230,99999,VIGNA DI VALLE,IT,,,+42.083,+012.217,+0266.0,20050727,20080523
162240,99999,VIGNA DI VALLE(MIL),IT,,LIRB,+42.083,+012.217,+0270.0,19730101,20150513
162250,99999,GROTTAMMARE,IT,,,+42.983,+013.867,+0001.0,19730101,19840916
162260,99999,L'AQUILA,IT,,,+42.367,+013.317,+0669.0,20050727,20080611
162270,99999,FUCINO,IT,,,+41.983,+013.600,+0650.0,19840801,20120531
162280,99999,PRETURO,IT,,LIAP,+42.367,+013.300,+0667.0,19730101,19891204
162281,99999,GRAN SASSO MTN RNG,IT,,,+42.450,+013.550,+2138.0,19850118,19900125
162283,99999,GRAN SASSO MTN RNG,IT,,LIQI,+42.450,+013.700,+2138.0,19900208,20090603
162290,99999,GRAN SASSO MTN RNG,IT,,,+42.450,+013.700,+2138.0,20030725,20050511
162300,99999,PESCARA,IT,,LIBP,+42.432,+014.181,+0014.6,19650201,20150512
162310,99999,MONTE S. ANGELO,IT,,LIBE,+41.700,+015.950,+0844.0,20040917,20150512
162320,99999,TERMOLI,IT,,LIBT,+42.000,+015.000,+0044.0,19730101,20150512
162330,99999,GUIDONIA,IT,,,+42.000,+012.733,+0090.0,20050727,20120531
162340,99999,GUIDONIA,IT,,LIRG,+41.990,+012.741,+0088.1,19660923,20150512
162350,99999,URBE,IT,,LIRU,+41.952,+012.499,+0016.8,19730101,20150512
162380,99999,ROMA/CENTOCELLE,IT,,,+41.867,+012.567,+0053.0,20050727,20120531
162390,99999,CIAMPINO,IT,,LIRA,+41.799,+012.595,+0130.1,19511001,20150513
162400,99999,ROME,IT,,,+41.900,+012.483,+0095.0,19280101,20040826
162420,99999,FIUMICINO,IT,,LIRF,+41.804,+012.251,+0004.6,19650701,20150513
162430,99999,LATINA,IT,,LIRL,+41.542,+012.909,+0028.3,19440301,20150512
162440,99999,FROSINONE (IT-AFB),IT,,LIRH,+41.633,+013.300,+0181.0,19730101,20150512
162450,99999,PRATICA DI MARE,IT,,LIRE,+41.659,+012.445,+0012.5,19660923,20150513
162460,99999,FROSINONE,IT,,,+41.633,+013.300,+0186.0,20050727,20090206
162470,99999,LATINA,IT,,,+41.550,+012.900,+0026.0,20050727,20090206
162490,99999,CAPE CIRCEO,IT,,LIQT,+41.217,+013.050,+0003.0,19730101,20120531
162520,99999,CAMPOBASSO,IT,,LIBS,+41.567,+014.650,+0807.0,19650201,20150513
162530,99999,GRAZZANISE,IT,,LIRM,+41.061,+014.082,+0008.8,19440331,20150513
162580,99999,MONTE S. ANGELO,IT,,,+41.700,+015.950,+0848.0,19730101,20150513
162591,99999,PARMA,IT,,LIMP,+44.824,+010.296,+0049.1,20040525,20150512
162592,99999,LEVALDIGI,IT,,LIMZ,+44.547,+007.623,+0386.2,20040510,20150512
162593,99999,MONTICHIARI,IT,,LIPO,+45.429,+010.331,+0108.5,20040510,20150512
162600,99999,GINA LISA,IT,,LIBF,+41.433,+015.533,+0081.0,19570701,20150512
162603,99999,FOGGIA/GINO LISA  &,IT,,LIBF,+41.433,+015.533,+0080.0,19430930,19460915
162610,99999,AMENDOLA,IT,,LIBA,+41.541,+015.718,+0055.8,19440131,20150512
162620,99999,TREVICO,IT,,,+41.050,+015.233,+1093.0,20050727,20120531
162630,99999,TREVICO,IT,,LIRT,+41.050,+015.233,+1093.0,19730101,20150513
162640,99999,MARINA DI GINOSA,IT,,,+41.133,+015.517,+0514.0,19730101,19900403
162660,99999,VIESTE,IT,,,+41.883,+016.167,+0004.0,19730101,20120531
162700,99999,BARI,IT,,LIBD,+41.133,+016.767,+0053.9,19431207,20150513
162710,99999,BARI,IT,,,+41.117,+016.883,+0011.0,20050727,20120531
162800,99999,PONZA ISLAND,IT,,LIQZ,+40.917,+012.950,+0185.0,19650201,20150513
162810,99999,PONZA,IT,,,+40.917,+012.950,+0185.0,20050831,20081003
162880,99999,CASERTA,IT,,,+41.067,+014.317,+0062.0,20050727,20120531
162890,99999,NAPOLI/CAPODICHINO,IT,,LIRN,+40.850,+014.300,+0072.0,19511001,20150513
162894,34113,NAPLES,IT,,KQNN,+40.900,+014.300,+0093.0,19861104,20061122
162920,99999,PONTECAGNANO,IT,,,+40.617,+014.917,+0039.0,19730101,20090206
162923,99999,PONTECAGNANO,IT,,LIRI,+40.620,+014.911,+0037.5,19930129,20150512
162940,99999,CAPRI ISLAND,IT,,LIQC,+40.550,+014.250,+0269.0,19730101,20150513
162950,99999,CAPRI,IT,,,+40.550,+014.200,+0161.0,20050728,20060529
163000,99999,POTENZA,IT,,LIBZ,+40.633,+015.800,+0843.0,19650201,20070213
163100,99999,CAPE PALINURO,IT,,LIQK,+40.017,+015.283,+0185.0,19640811,20150513
163120,99999,GIOIA DEL COLLE,IT,,LIBV,+40.768,+016.933,+0361.8,19440229,20150513
163140,99999,MATERA,IT,,,+40.650,+016.700,+0498.0,20050727,20120531
163160,99999,LATRONICO,IT,,,+40.083,+016.017,+0896.0,19740902,20150512
163170,99999,LATRONICO,IT,,LIBU,+40.083,+016.017,+0896.0,20050727,20150512
163180,99999,MARTINA FRANCA,IT,,,+40.633,+017.217,+0414.0,19730915,20120527
163200,99999,CASALE,IT,,LIBR,+40.658,+017.947,+0014.3,19431129,20150513
163240,99999,GROTTAGLIE,IT,,LIBG,+40.518,+017.403,+0065.5,19430927,20150512
163250,99999,MARINA DI GINOSA,IT,,LIBH,+40.433,+016.883,+0012.0,19670317,20150513
163300,99999,TARANTO,IT,,,+40.467,+017.233,+0022.0,19310104,19391231
163320,99999,LECCE,IT,,LIBN,+40.239,+018.133,+0047.5,19431231,20150512
163330,99999,LECCE,IT,,,+40.233,+018.133,+0048.0,20050727,20120531
163340,99999,OTRANTO,IT,,,+40.100,+018.483,+0080.0,19730101,20120531
163360,99999,BONIFATI,IT,,,+39.583,+015.900,+0485.0,20060201,20120531
163370,99999,BONIFATI (CAPE),IT,,LIBW,+39.583,+015.883,+0485.0,19650201,20150512
163380,99999,CALOPEZZATI,IT,,LICM,+39.567,+016.800,+0179.0,19740808,19810220
163383,99999,CALOPEZZATI,IT,,LICM,+39.550,+016.800,+0179.0,19930312,19961009
163440,99999,MONTE SCURO,IT,,,+39.333,+016.400,+1677.0,19730101,20150512
163445,99999,SCURO MOUNTAIN,IT,,LIBQ,+39.333,+016.400,+1720.0,20070806,20150512
163450,99999,MONTE SCURO,IT,,,+39.333,+016.400,+1677.0,20061024,20120531
163500,99999,CROTONE,IT,,LIBC,+38.997,+017.080,+0158.8,19570701,20150512
163510,99999,CROTONE,IT,,,+39.000,+017.083,+0155.0,20050727,20120531
163600,99999,SANTA MARIA DI LEUC,IT,,LIBY,+39.817,+018.350,+0112.0,19650201,20150513
163620,99999,LAMEZIA TERME,IT,,LICA,+38.905,+016.242,+0011.9,19771101,20150512
163640,99999,SERRALTA DI S. VITO,IT,,,+38.750,+016.367,+0997.0,19730101,20120527
163650,99999,CATANZARO,IT,,,+38.900,+016.600,+0358.0,20060711,20120530
163680,99999,VIBO VALENTIA,IT,,,+38.667,+016.100,+0520.0,19730725,19810711
164000,99999,USTICA ISLAND,IT,,LICU,+38.700,+013.183,+0251.0,19570701,20150512
164010,99999,USTICA,IT,,,+38.700,+013.183,+0243.0,20051017,20120529
164050,99999,PALERMO,IT,,LICJ,+38.176,+013.091,+0019.8,19640811,20150513
164090,99999,PALERMO BOCCADIFALCO,IT,,,+38.117,+013.317,+0123.0,20060710,20120531
164100,99999,BOCCADIFALCO,IT,,LICP,+38.111,+013.313,+0105.2,19430807,20090111
164150,99999,ISOLA SALINA,IT,,,+38.567,+014.850,+0046.0,19840501,20120531
164160,99999,ISOLA STROMBOLI,IT,,,+38.800,+015.233,+0005.0,19730101,20120531
164200,99999,MESSINA,IT,,LICF,+38.200,+015.550,+0051.0,19310101,20150513
164220,99999,REGGIO CALABRIA,IT,,LICR,+38.071,+015.652,+0029.3,19730101,20150512
164290,99999,TRAPANI BIRGI,IT,,LICT,+37.911,+012.488,+0007.3,19650201,20150513
164300,99999,MARSALA,IT,,,+37.817,+012.467,+0002.0,19570701,19581231
164340,99999,PRIZZI,IT,,LICX,+37.717,+013.433,+1035.0,19730101,20150512
164350,99999,PRIZZI,IT,,,+37.717,+013.433,+1035.0,20050727,20120531
164360,99999,SCIACCA,IT,,,+37.517,+013.083,+0125.0,19431010,20120531
164420,99999,GIBILMANNA,IT,,,+37.983,+014.017,+0998.0,20050727,20120531
164500,99999,ENNA,IT,,LICE,+37.567,+014.283,+0965.0,19730101,20150513
164530,99999,GELA,IT,,LICL,+37.083,+014.217,+0033.0,19430902,20150512
164540,99999,GELA,IT,,,+37.083,+014.217,+0065.0,20050727,20120531
164590,99999,CATANIA/SIGONELLA,IT,,LICZ,+37.400,+014.917,+0022.0,19430810,20150513
164594,33126,SIGONELLA,IT,,KQNS,+37.400,+014.917,+0031.1,19790101,20130731
164600,99999,CATANIA FONTANAROSSA,IT,,LICC,+37.467,+015.066,+0011.9,19431028,20150513
164640,99999,SIRACUSA,IT,,,+37.050,+015.767,+0002.0,20050727,20120531
164650,99999,MEZZO GREGORIO,IT,,,+36.967,+014.950,+0639.0,20050727,20120531
164690,99999,CAPO SPARTIVENTO,IT,,,+37.933,+016.050,+0118.0,19740601,20120531
164700,99999,PANTELLERIA,IT,,LICG,+36.817,+011.969,+0193.5,19430620,20150512
164710,99999,PANTELLERIA,IT,,,+36.817,+011.967,+0185.0,20050727,20090206
164750,99999,COMISO,IT,,LICB,+36.983,+014.617,+0210.0,20050727,20150512
164751,99999,COMISO AS (USAF),IT,,LICB,+36.983,+014.583,+0220.0,19840323,19860430
164800,99999,COZZO SPADARO,IT,,LICO,+36.683,+015.133,+0051.0,19660101,20150513
164900,99999,LAMPEDUSA,IT,,LICD,+35.498,+012.618,+0021.3,19660104,20150512
164910,99999,LAMPEDUSA,IT,,,+35.500,+012.600,+0050.0,20050727,20120531
165020,99999,ASINARA ISLAND,IT,,LIER,+41.117,+008.317,+0115.0,19701001,19751209
165060,99999,GUARDIAVECCHIA,IT,,LIEG,+41.217,+009.400,+0170.0,19701001,20021029
165200,99999,ALGHERO,IT,,LIEA,+40.632,+008.291,+0026.5,19570701,20150513
165220,99999,CAPE CACCIA,IT,,LIEH,+40.567,+008.167,+0205.0,19750717,20150513
165230,99999,CAPO CACCIA,IT,,,+40.567,+008.167,+0204.0,20050727,20120528
165240,99999,MACOMER SA' CRABARZA,IT,,,+40.267,+008.767,+0586.0,19730101,20090206
165300,99999,OLSIA SARDINIA,IT,,,+40.933,+009.500,+0002.1,19310104,19750910
165310,99999,OLBIA COSTA SMERALDA,IT,,LIEO,+40.899,+009.518,+0011.3,19691117,20150513
165320,99999,MONTE LIMBARA,IT,,,+40.850,+009.167,+1363.0,20050727,20120531
165370,99999,FONNI,IT,,,+40.117,+009.250,+0992.0,20050727,20080221
165380,99999,FONNI,IT,,LIEN,+40.117,+009.250,+1029.0,19730301,20061116
165390,99999,CAPE FRASCA,IT,,LIEF,+39.750,+008.467,+0092.0,19660104,20150512
165410,99999,PERDASDEFOGU,IT,,LIEP,+39.667,+009.433,+0645.0,19730101,20150512
165420,99999,CAPE S. LORENZO,IT,,LIEL,+39.500,+009.617,+0022.0,19730101,20150512
165430,99999,CAPO S. LORENZO,IT,,,+39.500,+009.633,+0003.0,20050727,20081125
165440,99999,MOUNT SERPEDDI,IT,,,+39.367,+009.300,+1067.0,19730101,19780812
165450,99999,PERDASDEFOGU,IT,,,+39.667,+009.450,+0609.0,20050727,20120531
165460,99999,DECIMOMANNU,IT,,LIED,+39.354,+008.972,+0030.5,19660923,20150513
165480,99999,CARLOFORTE,IT,,,+39.133,+008.317,+0015.0,19780914,20020327
165490,99999,CARLOFORTE,IT,,,+39.133,+008.300,+0012.0,19850301,20081023
165500,99999,CAPE BELLAVISTA,IT,,LIEB,+39.933,+009.717,+0156.0,19660104,20150513
165600,99999,ELMAS,IT,,LIEE,+39.251,+009.054,+0004.0,19431101,20150513
165635,99999,LAMEZIA TERME,IT,,,+38.917,+016.233,+0012.0,19770125,19830627
165640,99999,CAPE CARBONARA,IT,,LIEC,+39.100,+009.517,+0118.0,19730101,20150513
165643,99999,BOGUS ITALIAN,IT,,LIEZ,,,,19890310,19900901
165650,99999,CAPO CARBONARA,IT,,,+39.100,+009.517,+0118.0,20050805,20120525
165700,99999,TEULADA,IT,,,+38.983,+008.650,+0050.0,20080115,20120529
165820,99999,PADOVA,IT,,,+45.700,+011.850,+0015.0,20070822,20090206
165840,99999,BARI PALESE,IT,,,+41.133,+016.767,+0046.0,20070822,20090206
165850,99999,CAGLIARI S AVENDRACE,IT,,,+39.250,+009.050,+0017.0,20070822,20080406
165860,99999,TRIPANI BIRGI,IT,,,+37.917,+012.500,+0005.0,20080414,20080514
165970,99999,LUQA,MT,,LMML,+35.857,+014.478,+0091.4,19310104,20150513
165974,99999,MALTA(ACC),MT,,LMMM,+35.917,+014.433,+0095.0,19801213,20091110
166000,99999,ORESTIAS,GR,,,+41.817,+026.517,+0048.0,19600701,19780930
166060,99999,SERRAI,GR,,,+41.067,+023.567,+0035.0,19321101,20150513
166100,99999,KOMOTINI,GR,,,+41.117,+025.400,+0031.0,19651204,20031017
166130,99999,FLORINA,GR,,,+40.783,+021.400,+0662.0,19321101,20150513
166140,99999,ARISTOTELIS,GR,,LGKA,+40.446,+021.282,+0660.5,19801014,20150513
166200,99999,SEDES(GAFB),GR,,,+40.550,+023.017,+0057.0,19491001,19700520
166220,99999,MAKEDONIA,GR,,LGTS,+40.520,+022.971,+0006.7,19600701,20150513
166240,99999,MEGAS ALEXANDROS INTL,GR,,LGKV,+40.913,+024.619,+0005.5,19910827,20150513
166250,99999,KAVALA/AMIGDHALEON,GR,,,+40.933,+024.383,+0062.0,19360101,20030316
166270,99999,DIMOKRITOS,GR,,LGAL,+40.856,+025.956,+0007.3,19321101,20150513
166320,99999,FILIPPOS,GR,,LGKZ,+40.286,+021.841,+0627.6,19380103,20150512
166410,99999,IOANNIS KAPODISTRIAS INTL,GR,,LGKR,+39.602,+019.912,+0001.8,19321101,20150513
166420,99999,IOANNINA (AIRPORT),GR,,LGIO,+39.700,+020.817,+0483.0,19321101,20150513
166421,99999,PAROS,GR,,LGPA,+37.017,+025.133,+0036.0,20040713,20150513
166430,99999,AKTIO,GR,,LGPZ,+38.925,+020.765,+0003.4,19730101,20150513
166450,99999,TRIKALA,GR,,,+39.550,+021.767,+0116.0,19390101,20050909
166480,99999,LARISA,GR,,LGLR,+39.650,+022.466,+0073.5,19321101,20150513
166500,99999,LIMNOS,GR,,LGLM,+39.917,+025.236,+0004.3,19770217,20150513
166510,99999,LIMNOS ISLAND ARPT,GR,,,+39.933,+025.250,+0009.0,19491001,19780618
166540,99999,ARTA (HALKIADES),GR,,,+39.167,+021.000,+0011.0,19860413,20120525
166560,99999,ARTA,GR,,,+39.167,+021.000,+0042.0,19661104,19700514
166610,99999,VOLOS / AIRPORT,GR,,,+39.367,+022.950,+0027.0,19651204,19700526
166620,99999,SKOPELOS ISLAND,GR,,,+39.117,+023.733,+0011.0,19640101,19710318
166650,99999,NEA ANCHIALOS,GR,,LGBL,+39.220,+022.794,+0025.3,19651204,20150512
166651,99999,NEA ANGHIALOS HAFB,GR,,LGBL,+39.217,+022.800,+0025.0,19810617,19850628
166653,99999,ALEXANDROS PAPADIAMANTIS,GR,,LGSK,+39.177,+023.504,+0016.5,19910827,20150512
166670,99999,MITILINI,GR,,LGMT,+39.057,+026.598,+0018.3,19600713,20150512
166690,99999,LEFKAS,GR,,,+38.833,+020.717,+0003.0,19330102,19710318
166720,99999,AGRINION (AIRPORT),GR,,,+38.600,+021.350,+0024.0,19380101,20091117
166740,99999,ALIARTOS,GR,,,+38.383,+023.100,+0110.0,19690919,20021202
166750,99999,LAMIA,GR,,,+38.883,+022.433,+0013.8,19321101,20150513
